"Index","Venue.ID","Event.Venue","Event.City","Event.Address","Event.Lon","Event.Lat"
"519",518,698205,"Carnegie Museum of Art and Natural History","Pittsburgh"," 4400 Forbes Ave",-79.949265,40.444138
"520",519,793132,"The Royal Place","Pittsburgh"," 2660 Library Rd",-80.001712,40.379138
"521",520,14057742,"The Beer Market","Pittsburgh"," 110 Federal Street",-80.003983,40.44796
"522",521,7105872,"Westwood Golf Club","West Mifflin"," 825 Commonwealth Avenue",-79.882477,40.376675
"523",522,4452202,"Phipps Conservatory","Pittsburgh"," 1 Schenley Drive",-79.947487,40.439091
"524",523,24215580,"Baden American Legion ","Baden"," 271 State Street ",-80.323013,40.687176
"525",524,24053220,"Wigle Whiskey Barrelhouse","Pittsburgh"," 1055 Spring Garden Ave",-79.993423,40.459293
"526",525,10685832,"The Sports Grille at Cranberry","Cranberry"," 1294 Freedom Road",-80.110649,40.684097
"527",526,7557902,"Comtra Theatre","Cranberry Twp"," 20540 Rte 19",-80.103912,40.713955
"528",527,23614232,"Spoonwood Brewing Company ","Bethel Park"," 5981 Baptist Road",-80.01411,40.34528
"529",528,8526282,"Hard Rock Cafe"," Pittsburgh 15219"," 230 W. Station Square Drive",-80.005005,40.433884
"530",529,15833482,"China Buffet King","Pittsburgh"," 2249 Noblestown Road",-80.05249,40.428593
"531",530,24143888,"Taglio Pizza","Pittsburgh"," 123 S Highland Avenue",-79.924911,40.460789
"532",531,1703991,"Kennywood Park","West Mifflin"," 4800 Kennywood Blvd",-79.866249,40.387749
"533",532,18634442,"Club Cafe","Pittsburgh"," 56 S 12th St",-79.986404,40.428963
"534",533,23538896,"Bellefield Hall","Pittsburgh"," 315 S. Bellefield Ave",-79.95134,40.4454
"535",534,23994157,"Waterworks Cinemas","Pittsburgh"," 923 Freeport Road",-79.888931,40.486702
"536",535,13214112,"The Hardware Store","Pittsburgh"," 744 E. Warrington Ave. ",-79.99408,40.421764
"537",536,1003830,"Fox Chapel Yacht Club - Baja Bar and Grill","Pittsburgh"," 1366 Old Freeport Road",-79.877235,40.486952
"538",537,1286898,"Cedar Creek Park ","Belle Vernon"," 305 Port Royal Drive",-79.797353,40.168537
"539",538,18940752,"Pittsburgh Dance Center","Pittsburgh"," 4765 Liberty Avenue",-79.947533,40.461189
"540",539,16873602,"Carnegie Science Center","Pittsburgh"," 1 Allegheny Avenue",-80.018097,40.445675
"541",540,24031310,"Village Tavern and Trattoria","Pittsburgh"," 424 S Main St",-80.033798,40.441303
"542",541,20434812,"Monroeville Convention Center","Monroeville 15146"," 209 Mall Plaza Boulevard",-79.789192,40.433418
"543",542,23989632,"Oxford Athletic Club","Wexford"," 100 Village Club Dr",-80.050629,40.632927
"544",543,24072615,"Double Wide Grill","Pittsburgh"," 100 Adams Shoppes Mars PA 16046",-80.056427,40.687416
"545",544,18064542,"Rivers Casino","Pittsburgh"," 777 Casino Dr",-80.020859,40.447392
"546",545,1156895,"Frick Park Blue Slide Playground Entrance","Pittsburgh"," 2005 Beechwood Boulevard",-79.908868,40.436302
"547",546,1139555,"Bricolage","Pittsburgh"," 937 Liberty Avenue",-79.996664,40.443377
"548",547,24092916,"Salvation Army Community Center","Pittsburgh"," 1060 McNeilly Road",-80.026253,40.389313
"549",548,718429,"Starlite","Blawnox"," Freeport Rd",-79.860798,40.494005
"550",549,882044,"Carnegie Library Squirrel Hill","Pittsburgh"," 5801 Forbes Avenue",-79.922536,40.438137
"551",550,19383442,"Max's Allegheny Tavern","Pittsburgh"," 537 Suismon St",-79.999733,40.455265
"552",551,3293682,"Kiku Japanese Restaurant","Pittsburgh"," 225 West Station Square Drive",-80.005051,40.433773
"553",552,1565820,"Eliza Furnace Trail Parking Lot","Pittsburgh"," Eliza Furnace Trail",-79.953394,40.4261
"554",553,1547551,"Liberty Elementary School","Pittsburgh"," 601 Filbert Street",-79.933609,40.453491
"555",554,2265061,"Giant Eagle","Pittsburgh"," 2021 Wharton St",-79.977776,40.432045
"556",555,24022132,"Innovu LLC","Pittsburgh"," 100 West Station Square Dr. Suite 500 (Landmarks Building)",-80.003815,40.433418
"557",556,1685281,"Matrix Solutions LLC","Pittsburgh"," 901 Pennsylvania Avenue",-80.018265,40.455486
"558",557,11287412,"Branding Brand","Pittsburgh"," 2313 E. Carson St. Suite 100",-79.972458,40.428406
"559",558,14677392,"updog yoga studio","Bridgeville"," 1840 Mayview Road",-80.118187,40.318474
"560",559,23992513,"Passive Park","Dormont "," Intersection of West Liberty and Hillsdale Aves",-80.036407,40.393459
"561",560,24105991,"Fox Chapel Area High School (OUTSIDE in front of the administrative entrance door","Pittsburgh"," 611 Field Club Road",-79.86805,40.518475
"562",561,10105052,"North Park Pie Traynor Field Parking lot","Allison Park"," 40.58746 -79.99034",-79.94426,40.60347
"563",562,17154352,"Carnegie Library Squirrel Hill Room B","Pittsburgh"," 5801 Forbes Avenue",-79.922546,40.438122
"564",563,23866835,"The Pittsburgh Art Of Living Center ","Verona"," 722 Allegheny River Boulevard 15147",-79.843361,40.505508
"565",564,12153052,"Room A Carnegie library of Pittsburgh Squirrel Hill","5801 Forbes Avenue Pittsburgh"," Carnegie library of Pittsburgh - Squirrel Hill Branch",-79.922661,40.438526
"566",565,23560271,"Bridge Coworking","Pittsburgh"," 4141 Brownsville Road Suite 5",-79.982224,40.365257
"567",566,3343672,"Hoss's Steak & Sea House","Murrysville"," 4813 William Penn Highway",-79.663353,40.422981
"568",567,3128631,"Grace Episcopal Church","Pittsburgh"," 319 West Sycamore Street",-80.011368,40.432426
"569",568,24064407,"Braddock\'s American Brasserie","Pittsburgh"," 107 6th St",-80.002586,40.443668
"570",569,874396,"Harris Grill","Pittsburgh"," 5747 Ellsworth Ave ",-79.931259,40.455925
"571",570,3780152,"Local Bar + Kitchen","Pittsburgh"," 1515 East Carson Street",-79.982803,40.429001
"572",571,20537552,"Marty\'s Market","Pittsburgh"," 2301 Smallman St",-79.982162,40.45359
"573",572,6014232,"Friends House","Pittsburgh"," 4836 Ellsworth Avenue",-79.945808,40.449139
"574",573,24110127,"Burgatory","Murrysville"," 100 Blue Spruce Way",-79.700874,40.427315
"575",574,1318251,"Nesbit's Lanes","Pittsburgh"," 3501 Leechburg Rd",-79.763651,40.504942
"576",575,19523112,"The Wooden Door Winery","New Kensington"," 4087 Greenwood Rd",-79.677574,40.60037
"577",576,377249,"Bella Luna Trattoria","Monroeville"," 5060 William Penn Hwy",-79.70598,40.428116
"578",577,23977888,"Mike\'s Place","Pittsburgh"," Mt. Washington ",-80.010666,40.426743
"579",578,5881012,"The Wolfe Den","Imperial"," 3544 Fox Chase Dr",-80.21978,40.451031
"580",579,4230082,"Monroeville Convention Center","Monroeville"," 209 Mall Boulevard",-79.790154,40.432671
"581",580,13127742,"Beach at Raccoon Creek State Park","Clinton"," Raccoon Park Road (Between Roadside East and Boat Rental Area",-80.40253,40.502163
"582",581,8061402,"Kelly's Irish Pub","Bridgewater"," 1458 Riverside Drive",-80.299126,40.710629
"583",582,24178750,"Beaver Heritage Museum","Beaver"," 1 River Road",-80.296135,40.696785
"584",583,11030052,"Raccoon Creek State Park","Hookstown"," 3000 Pennsylvania 18",-80.42531,40.503017
"585",584,5473912,"Sewickley Public Library","Sewickley"," 500 Thorn Street",-80.181492,40.538679
"586",585,10168912,"Mt. Lebanon Public Library","Pittsburgh"," 16 Castle Shannon Blvd",-80.045264,40.377009
"587",586,5137982,"Fox Chapel","Fox Chapel"," Boyd Community Center",-79.879773,40.513402
"588",587,12238522,"Little Lake Theatre","Canonsburg"," 500 Lakeside Drive",-80.132675,40.267925
"589",588,8602502,"Bravo! Cucina Italiana","Pittsburgh"," 1500 Washington Road",-80.050346,40.357605
"590",589,23813042,"Lake Little Theatre","Canonsburg"," 500 Lakeside Dr",-80.133003,40.269016
"591",590,1279190,"Bob Evans","Bridgeville"," 1025 WASHINGTON PIKE",-80.107028,40.366028
"592",591,16280402,"The Meadows Racetrack & Casino","Washington"," 210 Racetrack Road",-80.202484,40.220531
"593",592,23680042,"Galleria","Pittsburgh"," 1500 Washington Rd",-80.05043,40.356956
"594",593,1104022,"Bethel Park Community Center ","Bethel Park"," 5151 Park Avenue",-80.029228,40.331112
"595",594,7999232,"Trinity Christian School","Forest Hillls"," 299 Ridge Avenue",-79.854491,40.427481
"596",595,2570651,"Beulah Presbyterian Church","Pittsburgh"," 2500 McCrady Road",-79.847076,40.446053
"597",596,1005490,"Cranberry Community Park","Cranberry Twp"," Ernie Mashuda Dr ",-80.107038,40.711842
"598",597,24152647,"Upper St Clair Tennis Court","Pittsburgh"," 1750 McLaughlin Run Rd",-80.078514,40.339947
"599",598,23471156,"Mt Lebanon Tennis Center","Pittsburgh"," 900 Cedar Blvd",-80.057274,40.374264
"600",599,1787541,"Moore Park","Pittsburgh"," 1900 block of Pioneer Ave",-80.015526,40.403713
"601",600,216309,"Forward Lanes","Pittsburgh"," 5844 Forward Ave",-79.92202,40.42939
"602",601,23628270,"Spaghetti Warehouse","Pittsburgh"," 2601 Smallman St",-79.979485,40.455452
"603",602,23810448,"Highland Park Tennis Courts","Pittsburgh"," 6798 Stanton Ave",-79.910736,40.475098
"604",603,987285,"Bangkok Balcony","Pittsburgh"," 5846 Forbes Ave. Squirrel Hill",-79.921325,40.437857
"605",604,7249992,"Google Pittsburgh","Pittsburgh"," 6425 Penn Avenue #700",-79.916824,40.457195
"606",605,10633072,"IBM Squirrel Hill","Pittsburgh"," 1710 Murray Avenue",-79.92305,40.437515
"607",606,23562219,"Cool Springs Sports Complex","Pittsburgh"," 1530 Hamilton Rd",-80.014275,40.352734
"608",607,10573372,"Buckhead Saloon","Pittsburgh"," 225 West Station Square Drive",-79.995888,40.440624
"609",608,6783622,"Monroeville Sports Center","Monroeville"," 855 MacBeth Dr",-79.755844,40.425426
"610",609,20661892,"L.L.Bean Store at Ross Park Mall","Pittsburgh"," 1000 Ross Park Mall Drive",-80.00944,40.542656
"611",610,10077362,"Pie Traynor Field Parking Lot","Allison Park"," S Ridge Rd",-80.00666,40.588665
"612",611,15991352,"Allegheny Station T-Stop","Pittsburgh"," North Shore Drive",-80.01789,40.448063
"613",612,24179271,"L.L.Bean Trailer at North Park Lake","Pittsburgh"," Corner of Pearce Mill Road and Babcock Blvd.",-79.996948,40.597492
"614",613,14648632,"Hartwood Acres Park - Middle Road Parking Lot","Allison Park"," Intersection of Middle Rd and Woodland Rd",-79.92728,40.570587
"615",614,12822202,"Millvale Riverfront Park","Pittsburgh"," 70 River Front Drive",-79.97268,40.471233
"616",615,1419284,"Carson Street Deli","Pittsburgh"," 1507 E Carson St",-79.983063,40.428852
"617",616,3668172,"The BeerHive","Pittsburgh"," 2117 Penn Avenue",-79.98274,40.452087
"618",617,21814002,"Panera Bread - Bakery Square","Pittsburgh"," 136 Bakery Square Blvd (aka 6425 Penn Ave)",-79.915108,40.456543
"619",618,21861202,"Panera Bread #4344 136 Bakery Square","Pittsburgh"," (aka 6425 Penn Ave)",-79.997467,40.438339
"620",619,6682462,"Sri Yantra Yoga LLC","Houston"," 10 Cherry Ave",-80.208757,40.250741
"621",620,734936,"Riverview Park","Pittsburgh"," Riverview Ave",-80.019478,40.48073
"622",621,7282662,"Monroeville Sports Center","Monroeville"," 855 MacBeth Dr",-79.755844,40.425426
"623",622,24093935,"Cool Springs","Bethel Park"," 1530 Hamilton Rd. ",-80.014656,40.354115
"624",623,24030089,"Tessaro's ","Pittsburgh"," 4601 Liberty Avenue",-79.950638,40.462788
"625",624,10794842,"Smokey Bones ","Tarentum"," 1030 Pittsburgh Mills Boulevard",-79.799576,40.570499
"626",625,1478030,"Cranberry Cinema","Cranberry Township"," 20111 Route 19 ",-80.106137,40.683956
"627",626,24031921,"Curry On Murray","Pittsburgh"," 2121 Murray Ave",-79.923035,40.433144
"628",627,24064024,"Pittsburgh Playhouse","Pittsburgh"," 222 Craft Ave",-79.962624,40.436722
"629",628,730778,"Penn Brewery","Pittsburgh"," 800 Vinial St",-79.991354,40.456737
"630",629,23698306,"Cinemark North Hills and XD McCandless Crossings RT 19","Pittsburgh"," 851 Providence Blvd",-80.087639,40.37714
"631",630,946879,"Green Forest Cafe Brazilian Resaurant and Lounge","Penn Hills "," 655 Rodi Road",-79.827838,40.446745
"632",631,758454,"Cinemagic Manor Theater","Pittsburgh"," 1729 Murray Ave",-79.922964,40.437173
"633",632,1371207,"Cinemark 18 - Pittsburgh Mills Mall","Tarentum"," 425 Pittsburgh Mills Circle",-79.7965,40.573616
"634",633,24176933,"Olive Garden","Tarentum Pa. 15084"," 1010 Pittsburgh Mills Blvd.",-79.798615,40.570087
"635",634,10380362,"Roland's Seafood Grill & Iron Landing","Pittsburgh"," 1904 Penn Avenue",-79.984444,40.450714
"636",635,5446872,"Pittsburgh Zoo","Pittsburgh"," 1 Wild Place",-79.920517,40.483517
"637",636,11333962,"21st Street Coffee and Tea","Pittsburgh"," 2002 Smallman St",-79.984444,40.451702
"638",637,6743682,"The Porch","Pittsburgh"," 221 Schenley Drive",-79.953224,40.442894
"639",638,8990902,"Pittsburgh Technology Council","Pittsburgh"," 2000 Technology Drive #100",-79.970299,40.434158
"640",639,8110922,"Microsoft Corporation","Pittsburgh"," 30 Isabella St # 202",-80.003136,40.448093
"641",640,13426032,"Lisa and Alex\'s home","Pittsburgh"," 5848 Aylesboro Avenue",-79.921173,40.439598
"642",641,1043807,"Crazy Mocha","Pittsburgh"," 2100 Murray Ave",-79.923204,40.433531
"643",642,9870632,"Skibo Gymnasium","Pittsburgh"," 5098 Tech Street",-79.941574,40.441753
"644",643,21675962,"CEI Headquarters","Pittsburgh"," 1000 Omega Drive Suite 1150",-80.123016,40.446457
"645",644,8708152,"Microsoft Corporation","Pittsburgh"," 30 Isabella St # 202",-80.003136,40.448093
"646",645,19548532,"Jacktown Ride and Hunt Club","Irwin"," 11369 Center Hwy",-79.733032,40.3297
"647",646,24110688,"Beaver Area Memorial Library","Beaver"," 100 College Avenue",-80.301956,40.692268
"648",647,8986742,"Holistic Approach 4 Life","Bridgeville"," 850 Boyce Road Suite 10",-80.12561,40.328297
"649",648,23727288,"Sparkledragon\'s Magical Emporium","Pittsburgh"," 2120 Broadway Ave",-80.033188,40.404533
"650",649,24011787,"Giant Eagle","Bridgeville"," 3029 Washington Pike",-80.114914,40.353077
"651",650,24030662,"Cestone's Pizzeria","Pittsburgh"," 200 Virginia Ave",-80.009666,40.430691
"652",651,11918682,"From Italy","Springdale"," 1115 Lincoln Avenue",-79.772186,40.543003
"653",652,743063,"Church Brew Works","Pittsburgh"," 3525 Liberty Ave",-79.964433,40.462031
"654",653,1385707,"Village Tavern and Trattoria","Pittsburgh"," 424 South Main St",-80.033824,40.441315
"655",654,9664422,"Mineo's Pizza House","Pittsburgh"," 2128 Murray Avenue",-79.92318,40.432911
"656",655,8695512,"Grazie Restaurant & Event Center","Wexford"," 100 Village Club Dr",-80.050583,40.633961
"657",656,24122800,"Pine Creek Golf Center","Pittsburgh"," 2379 Duncan Avenue",-79.971947,40.565361
"658",657,16800842,"Christina\'s Restaurant","White Oak"," 3017 Jacks Run Road",-79.792244,40.347141
"659",658,21072182,"Eat\'n Park","Pittsburgh"," 245 East Waterfront Drive Homestead PA 15120",0,0
"660",659,967422,"North Versailles Bowling Center","North Versailles"," 356 Lincoln Highway",-79.818502,40.381905
"661",660,1554285,"102 Benedum Hall (Pitt Campus)","Pittsburgh"," O'Hara St",-79.958138,40.44442
"662",661,7693062,"Dove of Light Healing Ministry","Belle Vernon"," 434 Matty Drive",-79.794983,40.154251
"663",662,813884,"Getaway Cafe","Pittsburgh"," 3049 Sussex Ave",-80.015935,40.384331
"664",663,1298604,"West View VFW","West View "," 386 Perry Highway",-80.030284,40.517697
"665",664,21312402,"Mt. Lebanon Public Library","Mt Lebanon Township"," 16 Castle Shannon Blvd",-80.045219,40.377373
"666",665,22944652,"Dorothy 6 Blast Furnace Cafe","Homestead"," 224 E Eighth Avenue",-79.909813,40.407272
"667",666,19036582,"Chatham Village Clubhouse","Pittsburgh"," 655 Pennridge Road",-80.017258,40.428551
"668",667,24005295,"Unitarian Universalist Church of The South Hills","Pittsburgh"," 1240 Washington Rd",-80.048317,40.365284
"669",668,24131592,"Monroeville Community Park East","Monroeville"," 100 Airport Drive",-79.763924,40.414619
"670",669,710425,"Mario's Southside Saloon","Pittsburgh"," 1510 E Carson St",-79.983083,40.428711
"671",670,23973281,"Spirit","Pittsburgh"," 242 51st St",-79.956619,40.478809
"672",671,19821872,"DoubleTree by Hilton Hotel and Suites Pittsburgh Downtown","Pittsburgh"," 1 Bigelow Sq",-79.994057,40.44138
"673",672,22404122,"Summa","Pittsburgh"," 5933 Baum Blvd",-79.926735,40.460442
"674",673,9480822,"Eat N Park ","Pittsburgh"," 100 Park Manor Dr. Pittsburgh PA",-80.163345,40.4492
"675",674,17499502,"Cavo","Pittsburgh"," 1916 Smallman St",-79.985107,40.451435
"676",675,24173562,"Phipps Center for Sustainable Landscapes","Pittsburgh"," One Schenley Park",-79.946205,40.431831
"677",676,3915832,"Mediterrano","Pittsburgh"," 2193 Babcock Blvd",-79.993324,40.510326
"678",677,5558282,"Roland's Seafood Grill","Pittsburgh"," 1904 Penn Avenue",-79.984444,40.450714
"679",678,3526612,"Max\'s Allegheny Tavern","Pittsburgh"," 537 Suismon Street",-79.999817,40.455166
"680",679,22493332,"North Park Roosevelt Grove ","Pittsburgh"," Walters Road",-79.976982,40.498138
"681",680,16422752,"Walnut Grill ","Bridgeville"," 1595 Washington Pike",-80.094559,40.382366
"682",681,23850121,"Myers Coach Lines","Export"," 2001 Ball Park Ct",-79.601257,40.416584
"683",682,5092312,"Lenzner Coach Lines/Coach USA","Sewickley"," 110 Lenzner Court",-80.107658,40.553963
"684",683,24060473,"Pittsburgh Botanic Garden","Oakdale"," 798 Pinkerton Run Rd",-80.174637,40.422901
"685",684,23699006,"Craig's house","Pittsburgh"," 1307 Roosevelt Road",-80.096405,40.54076
"686",685,23834440,"the big green park on W. North Ave across from Buena Vista Street","Northside Pittsburgh 15212"," W. North Avenue",0,0
"687",686,23823751,"Beaver Area High School","Beaver"," 1 Gypsy Glen Rd",-80.317322,40.697281
"688",687,23930415,"North Park Boathouse","Allison Park"," Pierce Mill Road",-80.00731,40.604774
"689",688,1126022,"Lincoln Park Performing Arts Center","Midland"," One Lincoln Park",-79.87302,40.43785
"690",689,18212122,"Carnegie Coffee Company","Carnegie"," 132 E Main St",-80.085976,40.407932
"691",690,24063814,"Looking for Group Pittsburgh","Pittsburgh"," 924 Brookline Boulevard",-80.01865,40.392372
"692",691,18585502,"Sri Yantra Yoga Studio","Houston"," 10 N. Cherry Ave Floor 2 Suite 200",0,0
"693",692,15849842,"Penn Hebron Garden Club- Morrow Barn","Penn Hills 15235"," 237 Jefferson Rd.",-79.822182,40.463753
"694",693,1270951,"Barnes and Noble ","Pittsburgh "," 800 Settlers Ridge Center Drive",-80.157709,40.454458
"695",694,16805932,"Barnes & Noble","Cranberry Township"," 1000 Cranberry Square Drive",-80.105179,40.690861
"696",695,1553485,"Carnegie Science Center","Pittsburgh"," 1 Allegheny Square",-80.00345,40.452234
"697",696,22862182,"TechShop Pittsburgh","Pittsburgh"," 192 Bakery Square Blvd",-79.915764,40.456928
"698",697,24104204,"King's Restaurant","Wexford"," 105 VIP Drive",-80.094025,40.617184
"699",698,1486131,"Westmoreland Museum of American Art","Greensburg"," 221 North Main Street",-79.544876,40.305862
"700",699,12886872,"Penn Area Library","Harrison City"," 2001 Municipal Court",-79.651054,40.357426
"701",700,420074,"Duff Park","Murrysville"," 4528 School Rd. S.",-79.668866,40.422007
"702",701,23930204,"Falling Water","Mill Run"," 1491 Mill Run Road Mill Run PA 15464",0,0
"703",702,14719302,"Omnyx Office","Pittsburgh"," 1251 Waterfront Place Pittsburgh (Seagate Building) 2nd Floor",-79.992393,40.447727
"704",703,8383092,"Schenley Park Cafe","Pittsburgh"," 101 Panther Hollow Road",-79.946861,40.438229
"705",704,16071262,"Magee-Womens Hospital Auditorium Level Zero","Pittsburgh"," 300 Halket Street",-79.953354,40.434307
"706",705,13180942,"Magee-Womens Hospital of UPMC Suite 5600","Pittsburgh"," 300 Halket Street",-79.960396,40.437542
"707",706,23714193,"Laird Hall","Murrysville"," 3202 North Hills Road",-79.694237,40.428642
"708",707,13267712,"Home Economics Building South Park","South Park Township "," 3735 Buffalo Drive",-79.995827,40.305035
"709",708,22252282,"Eastminster Presbyterian Church","Pittsburgh"," 250 N Highland Ave",-79.923729,40.463379
"710",709,24175456,"Work Hard Pittsburgh","Pittsburgh 15210"," 744 E. Warrington Ave. ",-79.994102,40.421631
"711",710,24008943,"McCormick & Schmick's Seafood & Steaks","Pittsburgh"," 2667 Sidney St",-79.966484,40.428139
"712",711,24086891,"PAN RESTAURANT ","Pittsburgh"," 3519 Butler St ",-79.966164,40.464569
"713",712,1616391,"Steel City Steak House","Monroeville"," 2125 Mosside Boulevard",-79.769241,40.397785
"714",713,16815882,"Emilia's Garden","Cheswick"," 702 Gulf Lab Road",-79.820549,40.5462
"715",714,715722,"Cafe on Main","Pittsburgh"," 914 Main St",-79.933078,40.494775
"716",715,13375122,"PLUM Pan Asian Kitchen","Pittsburgh"," 5996 Penn Circle South",-79.925606,40.459621
"717",716,23946214,"BJ\'s Restaurant & Brewhouse","Mccandless"," 8970 Covenant Ave",-80.073578,40.37471
"718",717,24029281,"First United Methodist Church of Pittsburgh","Pittsburgh"," 5401 Centre Ave",-79.938301,40.4561
"719",718,13391152,"Schenley Oval","Pittsburgh"," Schenley Oval (within Schenley Park)",-79.949791,40.434441
"720",719,16710822,"Sichuan Gourmet","Pittsburgh"," 1900 Murray Avenue",-79.923264,40.43586
"721",720,24063400,"Pittsburgh Chinese Church Oakland","Pittsburgh"," 134 N Dithridge St",-79.95067,40.447826
"722",721,23980769,"Schenley Park Tennis Courts","Pittsburgh"," Overlook Dr Pittsburgh PA 15207",-79.94198,40.43277
"723",722,8474052,"Altar Bar","Pittsburgh"," 1620 Penn Avenue",-79.866821,40.442959
"724",723,1525133,"Stage AE","Pittsburgh"," 400 North Shore Drive",-80.01136,40.445915
"725",724,19520582,"School of Information Sciences University of Pittsburgh","Pittsburgh"," 135 North Bellefield Avenue",-79.952347,40.447372
"726",725,24086688,"Microsoft Corporation","Pittsburgh"," 30 Isabella St # 202",-80.003136,40.448093
"727",726,24115582,"Bantha Tea Bar","Pittsburgh"," 5002 Penn Ave",-79.943947,40.464886
"728",727,15717312,"Tea Pittsburgh Margaret's Fine Imports","Pittsburgh"," 5872 Forbes Avenue",-79.920235,40.437939
"729",728,24028070,"The Betsy's Shoppe (formerly The Boston Shoppes)","Mckeesport"," 1903 Donner Street",-79.827446,40.310436
"730",729,14482852,"Margaret's Fine Imports","Pittsburgh"," 5872 Forbes Ave.",-79.920235,40.437939
"731",730,20727282,"Hartwood Acres","Pittsburgh"," 200 Hartwood Acres 15238",-79.905777,40.565037
"732",731,765794,"Carnegie Library - East Liberty","Pittsburgh"," 130 S Whitfield St",-79.926158,40.461067
"733",732,23047182,"social","Pittsburgh"," 6425 penn ave",-79.915756,40.45705
"734",733,16092122,"Lighthouse Point. 500 Chapel Harbor Drive. O'Hara Twnshp Pa. 15238","Pittsburgh"," 500 Chapel Harbor Drive. O'Hara Twnshp Pa. 15238",-79.886032,40.485355
"735",734,23715707,"Riverview Community Action Corporation","Oakmont"," 501 Second Street",-79.84634,40.51794
"736",735,23279162,"Crazy Mocha Next to Adli on Baum Blvd","Pittsburgh"," 5607 Baum Blvd. ",-79.935402,40.458191
"737",736,23726186,"Dobra Tea","Pittsburgh"," 1937 Murray Ave",-79.922836,40.435524
"738",737,24085367,"New Light Congregation","Pittsburgh"," 1700 Beechwood Blvd",-79.916138,40.438007
"739",738,1403760,"Manchester Craftsmen\'s Guild","Pittsburgh"," 1815 Metropolitan Street",-80.03247,40.457307
"740",739,15280752,"Panera Bread","Pittsburgh"," 3401 Boulevard of the Allies",-79.958191,40.43631
"741",740,2962941,"Phipps Conservatory and Botanical Gardens","Pittsburgh"," 1 Schenley Park",-79.94738,40.439167
"742",741,23570158,"Latitude 360 ","Pittsburgh"," 200 Quinn Dr",-80.178238,40.446812
"743",742,13777322,"Gooski's","Pittsburgh"," 3117 Brereton Street",-79.966461,40.456776
"744",743,5685902,"Vincent's of Greentree","Pittsburgh"," 333 Mansfield Avenue",-80.050125,40.421078
"745",744,10850102,"Bado's Pizza Grill & Ale House","Pittsburgh"," 307 Beverly Road",-80.049744,40.388588
"746",745,4347322,"The Getaway Cafe","Pittsburgh"," 3049 Sussex Avenue at McNeilly Road 15226",-80.015648,40.384632
"747",746,18440092,"Andrew Carnegie Free Library & Music Hall","Carnegie"," 300 Beechwood Avenue",-80.085823,40.406994
"748",747,10221962,"Mt. Lebanon Public Library","Mt Lebanon"," 16 Castle Shannon Boulevard Mount Lebanon Pennsylvania 15228-2252 ",-80.045265,40.37701
"749",748,12484142,"Squirrel Hill Library","15217"," 5801 Forbes Avenue Pittsburgh PA",-79.922546,40.438122
"750",749,23791252,"Sue's home/studio","Pittsburgh"," 511 Bevington Road",-79.863716,40.423279
"751",750,23672637,"Mt. Lebanon Municipal Building ","Pittsburgh"," 710 Washington Road / Right next to Citizens Bank",0,0
"752",751,23592893,"Pittsburgh Supercomputing Center","Pittsburgh"," 300 South Craig St",-79.94915,40.445522
"753",752,24053369,"Energy Innovation Center","Pittsburgh"," 1435 Bedford Ave",-79.978348,40.448189
"754",753,23859888,"Perkins Restaurant","Cranberry Twp"," 20013 Rte 19 ",-80.099838,40.67572
"755",754,24101137,"My House","Cranberry Twp"," 40 Monmouth Drive",-80.136,40.684155
"756",755,8402532,"New Dimension Comics Pittsburgh Mills","Tarentum"," Pittsburgh Mills Circle",-79.79837,40.570858
"757",756,23776162,"Sixth Presbyterian Church","Pittsburgh"," 1688 Murray Ave",-79.922989,40.438274
"758",757,16974432,"DoubleTree by Hilton Hotel Pittsburgh - Green Tree","Pittsburgh"," 500 Mansfield Avenue",-80.055344,40.419453
"759",758,17049542,"Quantum Counseling Services","Cranberry Twp"," One Landmark North Suite 205A 20399 Route 19 Brandt Drive",-80.105698,40.692699
"760",759,20092502,"Springdale United Presbyterian","Springdale"," 859 Pittsburgh St",-79.778358,40.541355
"761",760,985429,"Greater Pittsburgh Masonic Center","Pittsburgh"," 3579 Masonic Way",-80.143122,40.528487
"762",761,24143533,"pittsburgh steak company ","Pittsburgh"," 1924 E. Carson St Pittsburgh PA 15203",-79.978096,40.428326
"763",762,15176822,"Shadyside Nursery","Pittsburgh"," 510 Maryland Avenue ",-79.931236,40.456402
"764",763,24045667,"Pittsburgh Art Car Festival","Pittsburgh"," 5231 Penn Avenue",-79.938965,40.464603
"765",764,24113373,"Fred Rogers Memorial Statue","Pittsburgh"," North Shore Drive",-80.013557,40.445286
"766",765,23725524,"Big Dog Coffee","Pittsburgh"," 2717 Sarah St",-79.966797,40.425774
"767",766,24004962,"Norwin Art League","Irwin"," 306 Main St.",0,0
"768",767,23573374,"Revv Oakland","Pittsburgh"," 3710 Forbes Ave",-79.957092,40.441185
"769",768,24184061,"Private Farm - Sewickley Heights","sewickley"," 1551 camp meeting rd",-80.158226,40.593826
"770",769,18067952,"En Garde Fencing Club ","Pittsburgh"," 352 Butler Street Etna PA 15223",0,0
"771",770,445926,"Silvioni's Restaurant (North Hills)","Pittsburgh"," 2125 Babcock Blvd",-79.99313,40.510593
"772",771,3188191,"Butlers Golf Course","Elizabeth"," 800 Rock Run Road",-79.803024,40.273411
"773",772,604556,"Birmingham Bridge Tavern","Pittsburgh"," 2901 Sarah Street",-79.964493,40.424572
"774",773,18043902,"Kings Family Restaurant","Canonsburg"," 580 McClelland Rd",-80.150963,40.256481
